price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestStation,Station_distance,to_Station_time
725.0,2,2,1,Apartment / Unit / Flat,2/25 Rockley Road,SOUTH YARRA,3141.0,-37.837017,144.99979,"Richmond Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.8 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College2.1 km away7-12GirlsGovernmentView Catchment",False,206061515.0,"{'dist': 1.2074481001070274, 'nearest_coord': (-37.8263413, 144.9972757)}",2454.0,361.4
695.0,1,2,1,Apartment / Unit / Flat,3/84 Cromwell Road,SOUTH YARRA,3141.0,-37.84077,145.00002,"Toorak Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.4 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College2.4 km away7-12GirlsGovernmentView Catchment",True,206061516.0,"{'dist': 1.6074304208764343, 'nearest_coord': (-37.8276611, 145.0077354)}",3263.8,410.5
695.0,2,2,1,Apartment / Unit / Flat,302/8-12 Garden Street,SOUTH YARRA,3141.0,-37.84322,144.9956,"Prahran High School1 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.8 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 1.8825889374828413, 'nearest_coord': (-37.8263413, 144.9972757)}",2252.0,410.2
695.0,1,2,1,Apartment / Unit / Flat,601/33 Claremont Street,SOUTH YARRA,3141.0,-37.836918,144.99384,"Prahran High School1.6 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.3 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.2141671166680759, 'nearest_coord': (-37.8263413, 144.9972757)}",1938.2,306.2
700.0,2,2,1,Apartment / Unit / Flat,11/274 Domain Road,SOUTH YARRA,3141.0,-37.83501,144.99045,"South Yarra Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.8 km away7-11CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.2 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.1351190397777728, 'nearest_coord': (-37.8263413, 144.9972757)}",2160.0,299.6
700.0,1,2,0,Apartment / Unit / Flat,46 Wilson Street,SOUTH YARRA,3141.0,-37.84407,144.9971,"Prahran High School1 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.8 km away7-12GirlsGovernmentView Catchment",True,206061516.0,"{'dist': 1.9714046653818196, 'nearest_coord': (-37.8263413, 144.9972757)}",2521.4,456.3
700.0,2,2,1,Apartment / Unit / Flat,1201/649 Chapel Street,SOUTH YARRA,3141.0,-37.837433,144.99557,"Richmond Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.6 km away7-11CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.3 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.242406497123854, 'nearest_coord': (-37.8263413, 144.9972757)}",1661.0,273.0
685.0,2,2,1,Apartment / Unit / Flat,112/2 Hobson Street,SOUTH YARRA,3141.0,-37.847733,145.00183,"Toorak Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College3 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 2.2913532239737884, 'nearest_coord': (-37.8276611, 145.0077354)}",3724.0,456.3
660.0,2,2,1,Apartment / Unit / Flat,902/7 Yarra Street,SOUTH YARRA,3141.0,-37.837746,144.99292,"Prahran High School1.5 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.4 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.3245852791992563, 'nearest_coord': (-37.8263413, 144.9972757)}",1949.3,308.2
660.0,2,2,1,Apartment / Unit / Flat,303/35-55 Simmons Street,SOUTH YARRA,3141.0,-37.844883,144.99673,"Prahran High School0.9 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.9 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 2.0623027629038586, 'nearest_coord': (-37.8263413, 144.9972757)}",2949.2,468.1
