price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestHospital,hospital_distance,to_hospital_time
500.0,2,4,2,House,7 Bainbridge Road,MANOR LAKES,3024.0,-37.876713,144.58646,"Ngarri Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College3.8 km awayGovernmentMore Info",False,213051579.0,"{'dist': 8.914868435377036, 'nearest_coord': (-37.890649, 144.686494)}",10783.0,1153.6
470.0,2,4,2,House,16 Allspice Street,MANOR LAKES,3024.0,-37.86272,144.59718,"Ngarri Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.3 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4 km awayGovernmentMore Info",False,213051579.0,"{'dist': 8.431841612878053, 'nearest_coord': (-37.890649, 144.686494)}",10176.0,970.1
470.0,2,3,1,House,5 Graded Street,MANOR LAKES,3024.0,-37.8633,144.57654,"Ngarri Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.6 km awayPrep-12CoEdGovernmentView Catchment,Our Lady of the Southern Cross3 km awayPrep-6CoEdCatholicMore Info",False,213051579.0,"{'dist': 10.118438526250262, 'nearest_coord': (-37.890649, 144.686494)}",12600.6,1269.6
460.0,2,3,1,House,16 Brushton Street,MANOR LAKES,3024.0,-37.875862,144.58565,"Ngarri Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.5 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College3.9 km awayGovernmentMore Info",False,213051579.0,"{'dist': 9.001734836158105, 'nearest_coord': (-37.890649, 144.686494)}",10998.0,1179.9
440.0,2,3,2,House,17 Edenvale Street,MANOR LAKES,3024.0,-37.86755,144.59514,"Manor Lakes P-12 College1 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School0.9 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2 km awayGovernmentMore Info",False,213051579.0,"{'dist': 8.419240457033965, 'nearest_coord': (-37.890649, 144.686494)}",10458.5,1018.9
400.0,2,3,2,House,10 Cassata Road,MANOR LAKES,3024.0,-37.86691,144.57591,"Ngarri Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Our Lady of the Southern Cross2.8 km awayPrep-6CoEdCatholicMore Info",False,213051579.0,"{'dist': 10.058239098829223, 'nearest_coord': (-37.890649, 144.686494)}",12361.0,1244.8
600.0,2,4,2,House,24 Goodison Grove,MOUNT COTTRELL,3024.0,-37.82841,144.6485,"Tarneit Rise Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Tarneit Senior College2.8 km away10-12CoEdGovernmentView Catchment,Tarneit P-9 College3 km awayPrep-9CoEdGovernmentView Catchment",False,213051582.0,"{'dist': 7.682533589007513, 'nearest_coord': (-37.890649, 144.686494)}",11558.3,1086.3
1200.0,2,1,4,House,1407 Dohertys Road,MOUNT COTTRELL,3024.0,-37.815697,144.64928,"Tarneit Senior College3.3 km away10-12CoEdGovernmentView Catchment,Tarneit P-9 College3.6 km awayPrep-9CoEdGovernmentView Catchment,Wimba Primary School2 km awayGovernmentMore Info",False,213051582.0,"{'dist': 8.951860849612565, 'nearest_coord': (-37.890649, 144.686494)}",12899.8,1138.4
470.0,2,4,2,House,24 Fusion Drive,WYNDHAM VALE,3024.0,-37.861927,144.60197,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.6 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 8.076964453335554, 'nearest_coord': (-37.890649, 144.686494)}",10216.9,969.5
430.0,1,3,1,House,9 Clover Lane,WYNDHAM VALE,3024.0,-37.88658,144.62262,"Riverbend Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Wyndham Central Secondary College2.7 km away7-12CoEdGovernmentMore Info",False,213051590.0,"{'dist': 5.623547576752838, 'nearest_coord': (-37.890649, 144.686494)}",7111.2,677.6
430.0,2,3,1,House,56 Grangehill Mews,WYNDHAM VALE,3024.0,-37.84955,144.59538,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.1 km awayGovernmentMore Info",False,213051589.0,"{'dist': 9.211389160775308, 'nearest_coord': (-37.890649, 144.686494)}",12049.1,1107.3
520.0,2,4,2,House,10 Tasker Street,WYNDHAM VALE,3024.0,-37.86878,144.61858,"Riverbend Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.437521809751976, 'nearest_coord': (-37.890649, 144.686494)}",8925.3,851.0
510.0,2,4,2,House,59 Welcome Parade,WYNDHAM VALE,3024.0,-37.852295,144.59398,"Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 9.172315611681059, 'nearest_coord': (-37.890649, 144.686494)}",11525.5,1055.9
5002173.0,2,4,2,House,5 Somerdale Avenue,WYNDHAM VALE,3024.0,-37.873577,144.6249,"Riverbend Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 5.729339724109439, 'nearest_coord': (-37.890649, 144.686494)}",8251.4,843.5
480.0,2,3,1,Townhouse,13 Wheatsheaf Road,WYNDHAM VALE,3024.0,-37.863182,144.62146,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.473762440941233, 'nearest_coord': (-37.890649, 144.686494)}",9894.8,982.6
500.0,2,3,2,House,10 Amadeus Street,WYNDHAM VALE,3024.0,-37.877712,144.6016,"Manor Lakes P-12 College0.4 km awayPrep-12CoEdGovernmentView Catchment,Laa Yulta Primary School1 km awayGovernmentMore Info,Ngarri Primary School1.9 km awayPrep-6CoEdGovernmentMore Info",False,213051579.0,"{'dist': 7.587998665015204, 'nearest_coord': (-37.890649, 144.686494)}",9249.6,956.8
4480.0,2,4,2,House,75 Brightvale Boulevard,WYNDHAM VALE,3024.0,-37.86489,144.61717,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.4 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.7249523297948475, 'nearest_coord': (-37.890649, 144.686494)}",9435.6,924.5
540.0,2,4,2,House,1266 Ison Road,WYNDHAM VALE,3024.0,-37.863434,144.5983,"Manor Lakes P-12 College1.2 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.2 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.4 km awayGovernmentMore Info",False,213051579.0,"{'dist': 8.31125815588404, 'nearest_coord': (-37.890649, 144.686494)}",10439.0,985.6
530.0,2,4,2,House,23 Eshal Crescent,WYNDHAM VALE,3024.0,-37.8679,144.62889,"Riverbend Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.9 km awayGovernmentMore Info",False,213051589.0,"{'dist': 5.653242498642647, 'nearest_coord': (-37.890649, 144.686494)}",9165.7,991.1
530.0,2,4,2,House,3 Worope Street,WYNDHAM VALE,3024.0,-37.86255,144.62102,"Riverbend Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.541135604706802, 'nearest_coord': (-37.890649, 144.686494)}",9953.3,995.0
520.0,2,4,2,House,47 Cloudburst Avenue,WYNDHAM VALE,3024.0,-37.867577,144.6182,"Riverbend Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.5 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.519926170043811, 'nearest_coord': (-37.890649, 144.686494)}",9110.1,877.6
500.0,2,3,2,House,1 Kilford Walk,WYNDHAM VALE,3024.0,-37.84839,144.58862,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College3.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 9.79234209586875, 'nearest_coord': (-37.890649, 144.686494)}",12128.1,1140.9
500.0,2,4,2,House,100 Ribblesdale Avenue,WYNDHAM VALE,3024.0,-37.89474,144.60822,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,"{'dist': 6.883667143540186, 'nearest_coord': (-37.890649, 144.686494)}",8552.6,810.5
500.0,2,4,2,House,11 Worope Street,WYNDHAM VALE,3024.0,-37.863598,144.62158,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 6.442737986094642, 'nearest_coord': (-37.890649, 144.686494)}",9874.2,979.6
500.0,2,4,2,House,6 Bungalook Street,WYNDHAM VALE,3024.0,-37.864532,144.602,"Manor Lakes P-12 College1.1 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.5 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.4 km awayGovernmentMore Info",False,213051579.0,"{'dist': 7.9642973660958924, 'nearest_coord': (-37.890649, 144.686494)}",9899.1,954.0
485.0,2,4,2,House,17 Pembury Way,WYNDHAM VALE,3024.0,-37.898563,144.60655,"Wyndham Vale Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.7 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1 km awayGovernmentMore Info",False,213051590.0,"{'dist': 7.069962350490699, 'nearest_coord': (-37.890649, 144.686494)}",9314.5,851.3
480.0,2,4,2,House,8 Jessen Way,WYNDHAM VALE,3024.0,-37.84932,144.5932,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.9 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.3 km awayGovernmentMore Info",False,213051589.0,"{'dist': 9.390515122656419, 'nearest_coord': (-37.890649, 144.686494)}",12067.1,1121.0
480.0,2,3,2,Townhouse,1 Fritelli Circuit,WYNDHAM VALE,3024.0,-37.862633,144.60316,"Manor Lakes P-12 College1.3 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 7.95001561744433, 'nearest_coord': (-37.890649, 144.686494)}",10347.2,988.3
500.0,2,3,1,House,20 Sprightly Street,WYNDHAM VALE,3024.0,-37.86147,144.60367,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentMore Info,Riverbend Primary School2.7 km awayPrep-6CoEdGovernmentMore Info",False,213051589.0,"{'dist': 7.960730154462502, 'nearest_coord': (-37.890649, 144.686494)}",10444.6,1002.3
470.0,2,4,2,House,20 Burchelli Way,WYNDHAM VALE,3024.0,-37.89438,144.6074,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,"{'dist': 6.952980913424434, 'nearest_coord': (-37.890649, 144.686494)}",8642.9,817.5
