price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestHospital,hospital_distance,to_hospital_time
725.0,2,2,1,Apartment / Unit / Flat,2/25 Rockley Road,SOUTH YARRA,3141.0,-37.837017,144.99979,"Richmond Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.8 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College2.1 km away7-12GirlsGovernmentView Catchment",False,206061515.0,"{'dist': 1.2105912584348577, 'nearest_coord': (-37.847714, 144.997225)}",1279.5,146.4
695.0,1,2,1,Apartment / Unit / Flat,3/84 Cromwell Road,SOUTH YARRA,3141.0,-37.84077,145.00002,"Toorak Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.4 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College2.4 km away7-12GirlsGovernmentView Catchment",True,206061516.0,"{'dist': 0.8102047273893411, 'nearest_coord': (-37.847714, 144.997225)}",862.3,109.1
695.0,2,2,1,Apartment / Unit / Flat,302/8-12 Garden Street,SOUTH YARRA,3141.0,-37.84322,144.9956,"Prahran High School1 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.8 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 0.5196828881107728, 'nearest_coord': (-37.847714, 144.997225)}",785.6,117.2
695.0,1,2,1,Apartment / Unit / Flat,601/33 Claremont Street,SOUTH YARRA,3141.0,-37.836918,144.99384,"Prahran High School1.6 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.3 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.2367138136231968, 'nearest_coord': (-37.847714, 144.997225)}",2049.0,301.2
700.0,2,2,1,Apartment / Unit / Flat,11/274 Domain Road,SOUTH YARRA,3141.0,-37.83501,144.99045,"South Yarra Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.8 km away7-11CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.2 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.4408122039571576, 'nearest_coord': (-37.846087, 144.981937)}",2127.7,247.4
700.0,1,2,0,Apartment / Unit / Flat,46 Wilson Street,SOUTH YARRA,3141.0,-37.84407,144.9971,"Prahran High School1 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.8 km away7-12GirlsGovernmentView Catchment",True,206061516.0,"{'dist': 0.4053435135958104, 'nearest_coord': (-37.847714, 144.997225)}",902.7,153.9
700.0,2,2,1,Apartment / Unit / Flat,1201/649 Chapel Street,SOUTH YARRA,3141.0,-37.837433,144.99557,"Richmond Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.6 km away7-11CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.3 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.1523968240571274, 'nearest_coord': (-37.847714, 144.997225)}",1703.2,226.2
685.0,2,2,1,Apartment / Unit / Flat,112/2 Hobson Street,SOUTH YARRA,3141.0,-37.847733,145.00183,"Toorak Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1 km away7-11CoEdGovernmentView Catchment,Melbourne Girls College3 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 0.404345500197521, 'nearest_coord': (-37.847714, 144.997225)}",400.0,24.0
660.0,2,2,1,Apartment / Unit / Flat,902/7 Yarra Street,SOUTH YARRA,3141.0,-37.837746,144.99292,"Prahran High School1.5 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.4 km away7CoEdGovernmentView Catchment",False,206061515.0,"{'dist': 1.1710834497014135, 'nearest_coord': (-37.847714, 144.997225)}",1660.0,231.1
660.0,2,2,1,Apartment / Unit / Flat,303/35-55 Simmons Street,SOUTH YARRA,3141.0,-37.844883,144.99673,"Prahran High School0.9 km away7-11CoEdGovernmentView Catchment,Toorak Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Melbourne Girls College2.9 km away7-12GirlsGovernmentView Catchment",False,206061516.0,"{'dist': 0.3177797003833712, 'nearest_coord': (-37.847714, 144.997225)}",491.1,73.2
