price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestSchool,School_distance,to_School_time
750.0,2,2,0,Apartment / Unit / Flat,403/639 Lonsdale Street,MELBOURNE,3000.0,-37.81501,144.95341,"Docklands Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School2 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",True,206041505.0,"{'dist': 30.64518200432116, 'nearest_coord': (-37.541992, 144.905871)}",43200.8,2690.2
625.0,1,1,0,Apartment / Unit / Flat,3409/138 Spencer Street,MELBOURNE,3000.0,-37.81747,144.95366,"Docklands Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.7 km awayPrivateMore Info",True,206041505.0,"{'dist': 30.919158860164956, 'nearest_coord': (-37.541992, 144.905871)}",43516.5,2719.6
620.0,1,1,1,Apartment / Unit / Flat,103/300 Swanston Street,MELBOURNE,3000.0,-37.810608,144.96458,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.4 km away10-11CoEdPrivateMore Info",True,206041504.0,"{'dist': 30.31238083445976, 'nearest_coord': (-37.541992, 144.905871)}",39474.3,2699.0
550.0,1,1,0,Apartment / Unit / Flat,801/115 Swanston Street,MELBOURNE,3000.0,-37.814995,144.96603,"Carlton Gardens Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,University High School2.2 km away7-12CoEdGovernmentView Catchment,Ozford College - Ozford College Campus0.5 km awayPrivateMore Info",True,206041503.0,"{'dist': 30.814809223686336, 'nearest_coord': (-37.541992, 144.905871)}",40130.7,2764.7
525.0,1,1,0,Apartment / Unit / Flat,808/422 Collins Street,MELBOURNE,3000.0,-37.817097,144.96014,"Docklands Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",False,206041505.0,"{'dist': 30.960896514406883, 'nearest_coord': (-37.541992, 144.905871)}",43247.5,2784.7
525.0,1,1,0,Apartment / Unit / Flat,405/39 Queen Street,MELBOURNE,3000.0,-37.817886,144.96173,"Docklands Primary School1.9 km awayPrep-6CoEdGovernmentView Catchment,University High School2.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.6 km awayPrivateMore Info",True,206041505.0,"{'dist': 31.06941004030128, 'nearest_coord': (-37.541992, 144.905871)}",43547.5,2827.8
450.0,1,0,0,Studio,1403/325 Collins Street,MELBOURNE,3000.0,-37.816597,144.96346,"Carlton Gardens Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041505.0,"{'dist': 30.95246414614535, 'nearest_coord': (-37.541992, 144.905871)}",43308.7,2785.5
500.0,1,2,0,Apartment / Unit / Flat,2006/19-37 A'Beckett Street,MELBOURNE,3000.0,-37.808918,144.96262,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.5 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",False,206041504.0,"{'dist': 30.098134192522032, 'nearest_coord': (-37.541992, 144.905871)}",42493.3,2728.7
1900.0,2,4,2,Apartment / Unit / Flat,2601/82 Flinders Street,MELBOURNE,3000.0,-37.815918,144.97194,"Carlton Gardens Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Collingwood College2.2 km awayPrep-12CoEdGovernmentView Catchment,Victorian College Of The Arts Secondary School1.5 km away7-12CoEdGovernmentMore Info",False,206041503.0,"{'dist': 31.00921728320666, 'nearest_coord': (-37.541992, 144.905871)}",40335.5,2793.0
750.0,1,1,0,Apartment / Unit / Flat,1208/10 Bennetts Lane,MELBOURNE,3000.0,-37.809036,144.96793,"Carlton Gardens Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.2 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 30.192104269165682, 'nearest_coord': (-37.541992, 144.905871)}",39519.6,2707.7
675.0,1,2,1,Apartment / Unit / Flat,3712/80 ABeckett Street,MELBOURNE,3000.0,-37.809,144.96107,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 30.084796621232183, 'nearest_coord': (-37.541992, 144.905871)}",42132.0,2631.3
