price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
550.0,1,3,1,Apartment / Unit / Flat,24 Lats Avenue,CARRUM DOWNS,3201.0,-38.100025,145.19232,"Rowellyn Park Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Carrum Downs Secondary College0.8 km away7-12CoEdGovernmentView Catchment,Nepean Special School4.9 km awayUCoEdGovernmentView Catchment",False,214011370.0,49029.5,2784.9
530.0,2,3,2,Townhouse,16/32 Lats Avenue,CARRUM DOWNS,3201.0,-38.099827,145.19328,"Rowellyn Park Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Carrum Downs Secondary College0.8 km away7-12CoEdGovernmentView Catchment,Nepean Special School5 km awayUCoEdGovernmentView Catchment",False,214011370.0,49172.5,2819.2
530.0,2,3,2,Apartment / Unit / Flat,2/91 Cadles Road,CARRUM DOWNS,3201.0,-38.093678,145.18782,"Banyan Fields Primary School0.1 km awayPrep-6CoEdGovernmentView Catchment,Carrum Downs Secondary College0.9 km away7-12CoEdGovernmentView Catchment,Nepean Special School4.9 km awayUCoEdGovernmentView Catchment",False,214011370.0,47543.8,2658.1
495.0,1,2,1,Townhouse,10/27 Brunnings Road,CARRUM DOWNS,3201.0,-38.09411,145.19109,"Banyan Fields Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Carrum Downs Secondary College0.6 km away7-12CoEdGovernmentView Catchment,Nepean Special School5.1 km awayUCoEdGovernmentView Catchment",False,214011370.0,47840.3,2679.7
460.0,2,2,1,Townhouse,4 Oasis Court,CARRUM DOWNS,3201.0,-38.09927,145.18321,"Banyan Fields Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Carrum Downs Secondary College1.4 km away7-12CoEdGovernmentView Catchment,Nepean Special School4.2 km awayUCoEdGovernmentView Catchment",False,214011370.0,48413.3,2757.9
1000.0,2,4,2,House,9 Birkdale Avenue,HEATHERTON,3202.0,-37.957478,145.08076,"Kingston Heath Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Cheltenham Secondary College1.2 km away7-12CoEdGovernmentView Catchment,Southern Autistic School3.8 km awayUCoEdGovernmentView Catchment",False,208031191.0,25269.5,2496.3
890.0,3,4,2,House,9 Augusta Square,HEATHERTON,3202.0,-37.958805,145.08081,"Kingston Heath Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Cheltenham Secondary College1.2 km away7-12CoEdGovernmentView Catchment,Southern Autistic School3.9 km awayUCoEdGovernmentView Catchment",False,208031191.0,25373.6,2549.7
850.0,2,3,2,House,27 St Georges Crescent,HEATHERTON,3202.0,-37.960426,145.08247,"Kingston Heath Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Cheltenham Secondary College1.5 km away7-12CoEdGovernmentView Catchment,Southern Autistic School4.1 km awayUCoEdGovernmentView Catchment",False,208031191.0,25441.0,2565.9
1250.0,2,4,6,House,10-12 Pietro Road,HEATHERTON,3202.0,-37.956554,145.09384,"Kingston Heath Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Cheltenham Secondary College2.2 km away7-12CoEdGovernmentView Catchment,Southern Autistic School4.3 km awayUCoEdGovernmentView Catchment",False,208031191.0,29431.7,2329.7
750.0,2,3,2,House,34 San Lorenzo Ct,HEATHERTON,3202.0,-37.95968,145.07642,"Kingston Heath Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Cheltenham Secondary College1 km away7-12CoEdGovernmentView Catchment,Southern Autistic School3.9 km awayUCoEdGovernmentView Catchment",False,208031191.0,25049.5,2472.0
