price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
470.0,2,4,2,House,16 Allspice Street,MANOR LAKES,3024.0,-37.86272,144.59718,"Ngarri Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.3 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4 km awayGovernmentMore Info",False,213051579.0,40124.8,2960.1
470.0,2,3,1,House,5 Graded Street,MANOR LAKES,3024.0,-37.8633,144.57654,"Ngarri Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.6 km awayPrep-12CoEdGovernmentView Catchment,Our Lady of the Southern Cross3 km awayPrep-6CoEdCatholicMore Info",False,213051579.0,42549.3,3259.6
460.0,2,3,1,House,16 Brushton Street,MANOR LAKES,3024.0,-37.875862,144.58565,"Ngarri Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.5 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College3.9 km awayGovernmentMore Info",False,213051579.0,47210.9,3130.6
440.0,2,3,2,House,17 Edenvale Street,MANOR LAKES,3024.0,-37.86755,144.59514,"Manor Lakes P-12 College1 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School0.9 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2 km awayGovernmentMore Info",False,213051579.0,40407.2,3008.9
400.0,2,3,2,House,10 Cassata Road,MANOR LAKES,3024.0,-37.86691,144.57591,"Ngarri Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Our Lady of the Southern Cross2.8 km awayPrep-6CoEdCatholicMore Info",False,213051579.0,42309.8,3234.8
600.0,2,4,2,House,24 Goodison Grove,MOUNT COTTRELL,3024.0,-37.82841,144.6485,"Tarneit Rise Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Tarneit Senior College2.8 km away10-12CoEdGovernmentView Catchment,Tarneit P-9 College3 km awayPrep-9CoEdGovernmentView Catchment",False,213051582.0,31596.1,2582.7
1200.0,2,1,4,House,1407 Dohertys Road,MOUNT COTTRELL,3024.0,-37.815697,144.64928,"Tarneit Senior College3.3 km away10-12CoEdGovernmentView Catchment,Tarneit P-9 College3.6 km awayPrep-9CoEdGovernmentView Catchment,Wimba Primary School2 km awayGovernmentMore Info",False,213051582.0,35573.4,2507.8
470.0,2,4,2,House,24 Fusion Drive,WYNDHAM VALE,3024.0,-37.861927,144.60197,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.6 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.7 km awayGovernmentMore Info",False,213051589.0,40165.6,2959.5
430.0,1,3,1,House,9 Clover Lane,WYNDHAM VALE,3024.0,-37.88658,144.62262,"Riverbend Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Wyndham Central Secondary College2.7 km away7-12CoEdGovernmentMore Info",False,213051590.0,39077.3,2640.6
430.0,2,3,1,House,56 Grangehill Mews,WYNDHAM VALE,3024.0,-37.84955,144.59538,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.1 km awayGovernmentMore Info",False,213051589.0,41997.9,3097.3
520.0,2,4,2,House,10 Tasker Street,WYNDHAM VALE,3024.0,-37.86878,144.61858,"Riverbend Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,38874.1,2841.0
510.0,2,4,2,House,59 Welcome Parade,WYNDHAM VALE,3024.0,-37.852295,144.59398,"Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.2 km awayGovernmentMore Info",False,213051589.0,41474.2,3045.9
5002173.0,2,4,2,House,5 Somerdale Avenue,WYNDHAM VALE,3024.0,-37.873577,144.6249,"Riverbend Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,38200.2,2833.5
480.0,2,3,1,Townhouse,13 Wheatsheaf Road,WYNDHAM VALE,3024.0,-37.863182,144.62146,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,39843.5,2972.6
500.0,2,3,2,House,10 Amadeus Street,WYNDHAM VALE,3024.0,-37.877712,144.6016,"Manor Lakes P-12 College0.4 km awayPrep-12CoEdGovernmentView Catchment,Laa Yulta Primary School1 km awayGovernmentMore Info,Ngarri Primary School1.9 km awayPrep-6CoEdGovernmentMore Info",False,213051579.0,39198.3,2946.8
4480.0,2,4,2,House,75 Brightvale Boulevard,WYNDHAM VALE,3024.0,-37.86489,144.61717,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.4 km awayGovernmentMore Info",False,213051589.0,39384.3,2914.5
540.0,2,4,2,House,1266 Ison Road,WYNDHAM VALE,3024.0,-37.863434,144.5983,"Manor Lakes P-12 College1.2 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.2 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.4 km awayGovernmentMore Info",False,213051579.0,40387.8,2975.6
530.0,2,4,2,House,23 Eshal Crescent,WYNDHAM VALE,3024.0,-37.8679,144.62889,"Riverbend Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.9 km awayGovernmentMore Info",False,213051589.0,39114.5,2981.1
530.0,2,4,2,House,3 Worope Street,WYNDHAM VALE,3024.0,-37.86255,144.62102,"Riverbend Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,39902.1,2985.0
520.0,2,4,2,House,47 Cloudburst Avenue,WYNDHAM VALE,3024.0,-37.867577,144.6182,"Riverbend Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.5 km awayGovernmentMore Info",False,213051589.0,39058.9,2867.6
500.0,2,3,2,House,1 Kilford Walk,WYNDHAM VALE,3024.0,-37.84839,144.58862,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College3.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.7 km awayGovernmentMore Info",False,213051589.0,42076.8,3130.9
500.0,2,4,2,House,100 Ribblesdale Avenue,WYNDHAM VALE,3024.0,-37.89474,144.60822,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,43717.6,2728.6
500.0,2,4,2,House,11 Worope Street,WYNDHAM VALE,3024.0,-37.863598,144.62158,"Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.1 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,39823.0,2969.6
500.0,2,4,2,House,6 Bungalook Street,WYNDHAM VALE,3024.0,-37.864532,144.602,"Manor Lakes P-12 College1.1 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.5 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.4 km awayGovernmentMore Info",False,213051579.0,39847.8,2944.0
485.0,2,4,2,House,17 Pembury Way,WYNDHAM VALE,3024.0,-37.898563,144.60655,"Wyndham Vale Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.7 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1 km awayGovernmentMore Info",False,213051590.0,43533.4,2737.3
480.0,2,4,2,House,8 Jessen Way,WYNDHAM VALE,3024.0,-37.84932,144.5932,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.9 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.3 km awayGovernmentMore Info",False,213051589.0,42015.9,3111.0
480.0,2,3,2,Townhouse,1 Fritelli Circuit,WYNDHAM VALE,3024.0,-37.862633,144.60316,"Manor Lakes P-12 College1.3 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.6 km awayGovernmentMore Info",False,213051589.0,40296.0,2978.3
500.0,2,3,1,House,20 Sprightly Street,WYNDHAM VALE,3024.0,-37.86147,144.60367,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentMore Info,Riverbend Primary School2.7 km awayPrep-6CoEdGovernmentMore Info",False,213051589.0,40393.3,2992.3
470.0,2,4,2,House,20 Burchelli Way,WYNDHAM VALE,3024.0,-37.89438,144.6074,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,43808.0,2735.7
470.0,2,4,2,Townhouse,18 Wetherby Road,WYNDHAM VALE,3024.0,-37.843925,144.59238,"Ngarri Primary School2.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College3.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.5 km awayGovernmentMore Info",False,213051589.0,42757.7,3182.6
460.0,2,4,2,House,10 Plumstead Street,WYNDHAM VALE,3024.0,-37.850822,144.59735,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College3.9 km awayGovernmentMore Info",False,213051589.0,41812.9,3073.3
460.0,2,3,2,House,53 Brightvale Boulevard,WYNDHAM VALE,3024.0,-37.865433,144.6152,"Manor Lakes P-12 College1.5 km awayPrep-12CoEdGovernmentView Catchment,Riverbend Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,39266.9,2894.8
450.0,2,4,2,House,6 Kirsten Street,WYNDHAM VALE,3024.0,-37.864742,144.62607,"Riverbend Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.8 km awayGovernmentMore Info",False,213051589.0,40037.9,3005.9
450.0,2,3,1,House,93 Honour Avenue,WYNDHAM VALE,3024.0,-37.89787,144.62648,"Iramoo Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Wyndham Central Secondary College2.6 km away7-12CoEdGovernmentView Catchment,St Joseph's Catholic Primary School1.6 km awayPrep-6CoEdCatholicMore Info",False,213051590.0,41940.7,2526.1
450.0,2,3,4,House,12 Surveyor Street,WYNDHAM VALE,3024.0,-37.87899,144.63202,"Riverbend Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Wyndham Central Secondary College2.1 km away7-12CoEdGovernmentView Catchment,Christway College - Wyndham1.4 km awayPrivateMore Info",False,213051589.0,37701.5,2761.6
450.0,2,4,2,House,21 Micropora Drive,WYNDHAM VALE,3024.0,-37.868214,144.62975,"Riverbend Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.8 km awayGovernmentMore Info",False,213051589.0,39231.9,2998.0
440.0,2,3,1,House,15 Riveting Road,WYNDHAM VALE,3024.0,-37.861595,144.60324,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.7 km awayGovernmentMore Info",False,213051589.0,40295.5,2978.2
