price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestHospital,hospital_distance,to_hospital_time
550.0,2,4,2,House,572 Cameron Street,DONNYBROOK,3064.0,-37.530876,144.9989,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.6 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 10.085307691296766, 'nearest_coord': (-37.596015, 144.91928)}",15310.0,1287.4
550.0,2,4,2,House,559 Cameron Street,DONNYBROOK,3064.0,-37.531075,144.99704,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 9.955855046043608, 'nearest_coord': (-37.596015, 144.91928)}",15240.0,1279.5
540.0,2,4,2,House,10 Tannery Street,DONNYBROOK,3064.0,-37.529613,145.00014,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.8 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 10.262283039511331, 'nearest_coord': (-37.596015, 144.91928)}",15568.9,1355.7
550.0,2,4,2,Townhouse,38 Hawkesbury Drive,DONNYBROOK,3064.0,-37.540028,144.96925,"Gilgai Plains Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.7 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 7.625839258513456, 'nearest_coord': (-37.596015, 144.91928)}",11265.4,897.8
530.0,2,3,2,Townhouse,55 Curbridge Drive,DONNYBROOK,3064.0,-37.544876,144.959,"Gilgai Plains Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 6.677566736000977, 'nearest_coord': (-37.596015, 144.91928)}",11115.1,895.1
550.0,2,4,2,House,3 Vestige Street,DONNYBROOK,3064.0,-37.542976,144.97868,"Donnybrook Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 7.886062611908487, 'nearest_coord': (-37.596015, 144.91928)}",12130.5,977.5
520.0,2,4,2,House,11 FAYALITE CIRCUIT,DONNYBROOK,3064.0,-37.530155,144.99615,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 9.976889250931533, 'nearest_coord': (-37.596015, 144.91928)}",15459.2,1329.4
520.0,2,4,2,House,55 Langford Road,DONNYBROOK,3064.0,-37.548893,144.96085,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College4.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 6.393506237507977, 'nearest_coord': (-37.596015, 144.91928)}",11457.5,902.2
500.0,2,4,2,House,546 CAMERON STREET,DONNYBROOK,3064.0,-37.530563,144.99617,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 9.944824568480797, 'nearest_coord': (-37.596015, 144.91928)}",15334.2,1288.2
500.0,2,3,2,House,19 Oakham Street,DONNYBROOK,3064.0,-37.54847,144.96526,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School13.9 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 6.661155164359626, 'nearest_coord': (-37.596015, 144.91928)}",11921.9,927.5
500.0,2,3,2,House,5 Selby Way,DONNYBROOK,3064.0,-37.546658,144.96114,"Gilgai Plains Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 6.61297093849626, 'nearest_coord': (-37.596015, 144.91928)}",11192.0,870.5
490.0,2,4,2,House,29 Leafspring Road,DONNYBROOK,3064.0,-37.54003,144.97966,"Donnybrook Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 8.189881199239352, 'nearest_coord': (-37.596015, 144.91928)}",12282.3,1013.9
450.0,2,4,2,House,28 River Redgum Blvd,DONNYBROOK,3064.0,-37.542564,144.96875,"Gilgai Plains Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.4 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 7.371228790738684, 'nearest_coord': (-37.596015, 144.91928)}",10993.1,834.1
600.0,2,4,2,House,16 Danzig Street,KALKALLO,3064.0,-37.52442,144.96191,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 8.803276737302483, 'nearest_coord': (-37.596015, 144.91928)}",12382.0,984.0
600.0,2,5,2,House,23 Roscoe Avenue,KALKALLO,3064.0,-37.52506,144.95956,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 8.651919813524755, 'nearest_coord': (-37.596015, 144.91928)}",11810.7,955.2
