price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestStation,Station_distance,to_Station_time
550.0,2,4,2,House,572 Cameron Street,DONNYBROOK,3064.0,-37.530876,144.9989,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.6 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 12.6991410888717, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22759.3,1243.3
550.0,2,4,2,House,559 Cameron Street,DONNYBROOK,3064.0,-37.531075,144.99704,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 12.72953449073, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22689.3,1235.5
540.0,2,4,2,House,10 Tannery Street,DONNYBROOK,3064.0,-37.529613,145.00014,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.8 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 12.55443319286447, 'nearest_coord': (-37.41678129999999, 145.0052504)}",23018.1,1311.7
550.0,2,4,2,Townhouse,38 Hawkesbury Drive,DONNYBROOK,3064.0,-37.540028,144.96925,"Gilgai Plains Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.7 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 14.067805419748229, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22848.8,1089.3
530.0,2,3,2,Townhouse,55 Curbridge Drive,DONNYBROOK,3064.0,-37.544876,144.959,"Gilgai Plains Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 14.816640171458976, 'nearest_coord': (-37.41678129999999, 145.0052504)}",23564.8,1211.5
550.0,2,4,2,House,3 Vestige Street,DONNYBROOK,3064.0,-37.542976,144.97868,"Donnybrook Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 14.22675619489596, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22135.3,1079.9
520.0,2,4,2,House,11 FAYALITE CIRCUIT,DONNYBROOK,3064.0,-37.530155,144.99615,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 12.632152463450684, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22908.4,1285.4
520.0,2,4,2,House,55 Langford Road,DONNYBROOK,3064.0,-37.548893,144.96085,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College4.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 15.20361934472856, 'nearest_coord': (-37.41678129999999, 145.0052504)}",23907.1,1218.6
500.0,2,4,2,House,546 CAMERON STREET,DONNYBROOK,3064.0,-37.530563,144.99617,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,"{'dist': 12.677316784877322, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22783.4,1244.2
500.0,2,3,2,House,19 Oakham Street,DONNYBROOK,3064.0,-37.54847,144.96526,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School13.9 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 15.062297717226544, 'nearest_coord': (-37.41678129999999, 145.0052504)}",24371.5,1243.9
500.0,2,3,2,House,5 Selby Way,DONNYBROOK,3064.0,-37.546658,144.96114,"Gilgai Plains Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 14.956964196829938, 'nearest_coord': (-37.41678129999999, 145.0052504)}",23641.7,1186.9
490.0,2,4,2,House,29 Leafspring Road,DONNYBROOK,3064.0,-37.54003,144.97966,"Donnybrook Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 13.88944574382829, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22287.1,1116.4
450.0,2,4,2,House,28 River Redgum Blvd,DONNYBROOK,3064.0,-37.542564,144.96875,"Gilgai Plains Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.4 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 14.35247820195093, 'nearest_coord': (-37.41678129999999, 145.0052504)}",22739.3,1067.5
600.0,2,4,2,House,16 Danzig Street,KALKALLO,3064.0,-37.52442,144.96191,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 12.565190263788168, 'nearest_coord': (-37.41678129999999, 145.0052504)}",21141.2,1309.5
600.0,2,5,2,House,23 Roscoe Avenue,KALKALLO,3064.0,-37.52506,144.95956,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 12.69732095719813, 'nearest_coord': (-37.41678129999999, 145.0052504)}",20569.9,1280.7
470.0,2,3,1,House,25 Tucholsky Dr,KALKALLO,3064.0,-37.518654,144.95702,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 12.101083702452783, 'nearest_coord': (-37.41678129999999, 145.0052504)}",21675.4,1340.2
