price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,CBD_distance,CBD_duration_time
550.0,2,4,2,House,572 Cameron Street,DONNYBROOK,3064.0,-37.530876,144.9989,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.6 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,42037.8,3052.5
550.0,2,4,2,House,559 Cameron Street,DONNYBROOK,3064.0,-37.531075,144.99704,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,41967.8,3044.6
540.0,2,4,2,House,10 Tannery Street,DONNYBROOK,3064.0,-37.529613,145.00014,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.8 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,42296.6,3120.9
550.0,2,4,2,Townhouse,38 Hawkesbury Drive,DONNYBROOK,3064.0,-37.540028,144.96925,"Gilgai Plains Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.7 km awayUCoEdGovernmentView Catchment",False,209041225.0,37993.2,2662.9
530.0,2,3,2,Townhouse,55 Curbridge Drive,DONNYBROOK,3064.0,-37.544876,144.959,"Gilgai Plains Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,37842.9,2660.3
550.0,2,4,2,House,3 Vestige Street,DONNYBROOK,3064.0,-37.542976,144.97868,"Donnybrook Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,38858.2,2742.6
520.0,2,4,2,House,11 FAYALITE CIRCUIT,DONNYBROOK,3064.0,-37.530155,144.99615,"Donnybrook Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,42186.9,3094.5
520.0,2,4,2,House,55 Langford Road,DONNYBROOK,3064.0,-37.548893,144.96085,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College4.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14 km awayUCoEdGovernmentView Catchment",False,209041225.0,38185.2,2667.3
500.0,2,4,2,House,546 CAMERON STREET,DONNYBROOK,3064.0,-37.530563,144.99617,"Donnybrook Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College8.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College8.5 km awayPrep-12CoEdGovernmentView Catchment",False,209041225.0,42061.9,3053.3
500.0,2,3,2,House,19 Oakham Street,DONNYBROOK,3064.0,-37.54847,144.96526,"Gilgai Plains Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School13.9 km awayUCoEdGovernmentView Catchment",False,209041225.0,38649.6,2692.6
500.0,2,3,2,House,5 Selby Way,DONNYBROOK,3064.0,-37.546658,144.96114,"Gilgai Plains Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,37919.8,2635.6
490.0,2,4,2,House,29 Leafspring Road,DONNYBROOK,3064.0,-37.54003,144.97966,"Donnybrook Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,39010.0,2779.1
450.0,2,4,2,House,28 River Redgum Blvd,DONNYBROOK,3064.0,-37.542564,144.96875,"Gilgai Plains Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.4 km awayUCoEdGovernmentView Catchment",False,209041225.0,37720.9,2599.2
600.0,2,4,2,House,16 Danzig Street,KALKALLO,3064.0,-37.52442,144.96191,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,39109.7,2749.1
600.0,2,5,2,House,23 Roscoe Avenue,KALKALLO,3064.0,-37.52506,144.95956,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,38538.4,2720.3
470.0,2,3,1,House,25 Tucholsky Dr,KALKALLO,3064.0,-37.518654,144.95702,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,39643.9,2779.7
500.0,2,4,2,House,17 Kales Circuit,KALKALLO,3064.0,-37.53617,144.96202,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,37682.0,2676.2
650.0,3,4,2,House,8 Taketa Way,KALKALLO,3064.0,-37.532337,144.96895,"Gilgai Plains Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.9 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,38679.4,2739.1
600.0,2,4,2,House,19 Hackney Way,KALKALLO,3064.0,-37.532375,144.96408,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.4 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,38587.2,2744.8
590.0,2,4,2,House,5 Firewheel Road,KALKALLO,3064.0,-37.520397,144.95251,"Mickleham Secondary College4.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,39446.3,2786.7
570.0,2,4,2,House,17 Roscoe Avenue,KALKALLO,3064.0,-37.52555,144.9594,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,38487.6,2708.1
530.0,2,4,2,House,6 Dwarf Road,KALKALLO,3064.0,-37.518436,144.95872,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,39157.1,2756.7
520.0,2,3,2,House,1 Pippa Way,KALKALLO,3064.0,-37.537674,144.96051,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,37363.2,2608.2
520.0,2,4,2,House,32 Columbus Road,KALKALLO,3064.0,-37.518456,144.96121,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,39419.2,2763.9
520.0,2,4,2,House,1 Yasuda Way,KALKALLO,3064.0,-37.52266,144.95216,"Mickleham Secondary College4.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,39655.5,2805.4
500.0,2,4,2,Townhouse,243 Dwyer Street,KALKALLO,3064.0,-37.520412,144.95844,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.3 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,38858.2,2709.7
480.0,2,3,2,House,7 Sodium Street,KALKALLO,3064.0,-37.518974,144.95242,"Mickleham Secondary College4.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.3 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.4 km awayUCoEdGovernmentView Catchment",False,210051445.0,39526.0,2805.4
475.0,2,3,1,House,41 Klandy Drive,KALKALLO,3064.0,-37.53791,144.95882,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.2 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5.6 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,37209.4,2580.6
460.0,2,3,2,Townhouse,12 Furphy Walk,KALKALLO,3064.0,-37.525448,144.96672,"Gilgai Plains Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.2 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,39870.7,2929.0
460.0,2,3,2,House,9 Peck Place,KALKALLO,3064.0,-37.53057,144.96614,"Gilgai Plains Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,38906.5,2773.9
440.0,2,3,1,House,28 Sodium Street,KALKALLO,3064.0,-37.518055,144.953,"Mickleham Secondary College4.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.4 km awayUCoEdGovernmentView Catchment",False,210051445.0,39741.3,2819.4
600.0,2,4,2,House,20 Fadaro Street,KALKALLO,3064.0,-37.531532,144.9652,"Gilgai Plains Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.5 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,38612.0,2738.1
