price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestHospital,hospital_distance,to_hospital_time
395.0,1,2,1,House,1/182 Tenth St,MILDURA,3500.0,-34.18327,142.15381,"Mildura West Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.8 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,"{'dist': 0.7644544695832264, 'nearest_coord': (-34.18479, 142.145705)}",1441.0,189.0
390.0,1,2,2,House,583 Deakin Avenue,MILDURA,3500.0,-34.212955,142.12823,"Mildura South Primary School0.1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College2.3 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College2.6 km away7-10CoEdGovernmentView Catchment",False,215021470.0,"{'dist': 3.341009400483534, 'nearest_coord': (-34.185634, 142.143348)}",4519.2,398.4
360.0,1,2,1,Apartment / Unit / Flat,2/428 Walnut Ave,MILDURA,3500.0,-34.20182,142.1329,"Ranfurly Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment",False,215021470.0,"{'dist': 2.040272004624272, 'nearest_coord': (-34.185634, 142.143348)}",2842.3,267.7
350.0,1,2,1,House,801 Fourteenth Street,MILDURA,3500.0,-34.200363,142.14912,"Mildura Senior College0.4 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College0.5 km away7-10CoEdGovernmentView Catchment,Mildura Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment",False,215021470.0,"{'dist': 1.7216842722797507, 'nearest_coord': (-34.185634, 142.143348)}",2632.9,257.9
350.0,1,2,1,House,3/428 Walnut Ave,MILDURA,3500.0,-34.20189,142.13298,"Ranfurly Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment",False,215021470.0,"{'dist': 2.0436978204958853, 'nearest_coord': (-34.185634, 142.143348)}",2842.6,267.7
350.0,1,2,1,Apartment / Unit / Flat,2/250 Seventh Street,MILDURA,3500.0,-34.17433,142.15393,"Mildura West Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College2.4 km away7-10CoEdGovernmentView Catchment,Mildura Senior College2.7 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,"{'dist': 1.3875403405195077, 'nearest_coord': (-34.18479, 142.145705)}",1699.5,214.0
350.0,1,2,1,Apartment / Unit / Flat,1/276 Ninth Street,MILDURA,3500.0,-34.176052,142.14873,"Mildura West Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College2.2 km away7-10CoEdGovernmentView Catchment,Mildura Senior College2.5 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,"{'dist': 1.01068409089312, 'nearest_coord': (-34.18479, 142.145705)}",1449.1,209.3
310.0,1,2,1,Apartment / Unit / Flat,4/861 Fifteenth Street,MILDURA,3500.0,-34.205074,142.13487,"Mildura South Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mildura Senior College1.2 km awayPrep-12CoEdGovernmentView Catchment,Chaffey Secondary College1.6 km away7-10CoEdGovernmentView Catchment",False,215021470.0,"{'dist': 2.297966889712938, 'nearest_coord': (-34.185634, 142.143348)}",3303.0,296.3
290.0,1,2,1,House,2/145 Magnolia Avenue,MILDURA,3500.0,-34.192036,142.16202,"Mildura Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.4 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.7 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,"{'dist': 1.7032739637392513, 'nearest_coord': (-34.18479, 142.145705)}",2840.2,314.2
260.0,1,1,1,Apartment / Unit / Flat,6/5-7 Cameron Avenue,MILDURA,3500.0,-34.182034,142.15048,"Mildura West Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Chaffey Secondary College1.5 km away7-10CoEdGovernmentView Catchment,Mildura Senior College1.8 km awayPrep-12CoEdGovernmentView Catchment",False,215021469.0,"{'dist': 0.535571675395022, 'nearest_coord': (-34.18479, 142.145705)}",1051.0,152.6
